-----------------------------------------------------------
hostname       = node14
SLURM_JOBID    = 26304527
candidate      = v006
datasets       = T1,T2,UDG,BHOSLIB,DIMACS,DIMACS10,NDR,SNAP
seeds          = 1,2,3
cutoff         = 20
-----------------------------------------------------------
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T1', 'instance': 'T1_50_1000_0.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T1__T1_50_1000_0.wclq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 28, 'best_lb': 28, 'lb_gain': 0, 'first_ub': 40, 'verified_ub': 40, 'ub_gain': 0, 'absolute_gap': 12, 'relative_gap': 0.42857142857142855, 'solver_certified_opt': 0, 'n_rounds': 88}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_50_1000_6.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_50_1000_6.wclq__fast-v19__controller_rep2__s102.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 11, 'verified_ub': 11, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_50_1000_6.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_50_1000_6.wclq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 11, 'verified_ub': 11, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T1__T1_1000_1000_2.wclq__deep-v6__controller_rep2__s102.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10318, 'best_lb': 10408, 'lb_gain': 90, 'first_ub': 11342, 'verified_ub': 10779, 'ub_gain': 563, 'absolute_gap': 371, 'relative_gap': 0.0356456571867794, 'solver_certified_opt': 0, 'n_rounds': 29}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_50_1000_6.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_50_1000_6.wclq__fast-v19__dbs_rep2__s103.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 11, 'verified_ub': 11, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_50_1000_6.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_50_1000_6.wclq__fast-v19__controller_rep1__s3.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 11, 'verified_ub': 11, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_50_1000_6.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_50_1000_6.wclq__fast-v19__controller_rep2__s103.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 11, 'verified_ub': 11, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__deep-v6__dbs_rep1__s1.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__deep-v6__controller_rep1__s1.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__deep-v6__dbs_rep2__s101.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__deep-v6__controller_rep1__s2.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__deep-v6__dbs_rep1__s2.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__deep-v6__dbs_rep2__s102.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__deep-v6__controller_rep2__s102.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__fast-v19__controller_rep2__s101.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__fast-v19__dbs_rep1__s2.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__fast-v19__controller_rep1__s2.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__fast-v19__controller_rep2__s102.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__fast-v19__dbs_rep2__s102.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__fast-v19__controller_rep1__s3.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__fast-v19__dbs_rep2__s103.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T2__T2_250_250_8.wclq__fast-v19__controller_rep2__s103.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T1__T1_1000_1000_2.wclq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10318, 'best_lb': 10415, 'lb_gain': 97, 'first_ub': 11342, 'verified_ub': 10780, 'ub_gain': 562, 'absolute_gap': 365, 'relative_gap': 0.03504560729716755, 'solver_certified_opt': 0, 'n_rounds': 28}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T1__T1_1000_1000_2.wclq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10318, 'best_lb': 10345, 'lb_gain': 27, 'first_ub': 11342, 'verified_ub': 10781, 'ub_gain': 561, 'absolute_gap': 436, 'relative_gap': 0.04214596423392943, 'solver_certified_opt': 0, 'n_rounds': 28}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T1__T1_1000_1000_2.wclq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10318, 'best_lb': 10385, 'lb_gain': 67, 'first_ub': 11342, 'verified_ub': 10772, 'ub_gain': 570, 'absolute_gap': 387, 'relative_gap': 0.03726528647087145, 'solver_certified_opt': 0, 'n_rounds': 28}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T1__T1_1000_1000_2.wclq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10318, 'best_lb': 10341, 'lb_gain': 23, 'first_ub': 11342, 'verified_ub': 10780, 'ub_gain': 562, 'absolute_gap': 439, 'relative_gap': 0.04245237404506334, 'solver_certified_opt': 0, 'n_rounds': 28}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T1__T1_1000_1000_2.wclq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10785, 'ub_gain': 640, 'absolute_gap': 534, 'relative_gap': 0.0520924787825578, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T1__T1_1000_1000_2.wclq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10786, 'ub_gain': 639, 'absolute_gap': 535, 'relative_gap': 0.052190030240952104, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T1__T1_1000_1000_2.wclq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10780, 'ub_gain': 645, 'absolute_gap': 529, 'relative_gap': 0.051604721490586286, 'solver_certified_opt': 0, 'n_rounds': 21}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T1__T1_1000_1000_2.wclq__fast-v19__dbs_rep1__s2.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10787, 'ub_gain': 638, 'absolute_gap': 536, 'relative_gap': 0.05228758169934641, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'v006', 'controller_label': 'online_slope', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v006/raw/v006__T1__T1_1000_1000_2.wclq__fast-v19__dbs_rep2__s102.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10785, 'ub_gain': 640, 'absolute_gap': 534, 'relative_gap': 0.0520924787825578, 'solver_certified_opt': 0, 'n_rounds': 21}
