-----------------------------------------------------------
hostname       = node23
SLURM_JOBID    = 26305269
candidate      = baseline
datasets       = T1,T2,UDG,BHOSLIB,DIMACS,NDR
seeds          = 1,2,3
cutoff         = 20
-----------------------------------------------------------
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T1', 'instance': 'T1_50_1000_0.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T1__T1_50_1000_0.wclq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 28, 'best_lb': 28, 'lb_gain': 0, 'first_ub': 40, 'verified_ub': 40, 'ub_gain': 0, 'absolute_gap': 12, 'relative_gap': 0.42857142857142855, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'UDG', 'instance': 'UDG_800_200_8.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__UDG__UDG_800_200_8.wclq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 800, 'E': 33642, 'first_lb': 39, 'best_lb': 39, 'lb_gain': 0, 'first_ub': 39, 'verified_ub': 39, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'UDG', 'instance': 'UDG_800_200_8.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__UDG__UDG_800_200_8.wclq__fast-v19__controller_rep1__s3.out', 'parse_ok': True, 'V': 800, 'E': 33642, 'first_lb': 39, 'best_lb': 39, 'lb_gain': 0, 'first_ub': 39, 'verified_ub': 39, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'UDG', 'instance': 'UDG_800_200_8.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__UDG__UDG_800_200_8.wclq__fast-v19__dbs_rep2__s103.out', 'parse_ok': True, 'V': 800, 'E': 33642, 'first_lb': 39, 'best_lb': 39, 'lb_gain': 0, 'first_ub': 39, 'verified_ub': 39, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'UDG', 'instance': 'UDG_800_200_8.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__UDG__UDG_800_200_8.wclq__fast-v19__controller_rep2__s103.out', 'parse_ok': True, 'V': 800, 'E': 33642, 'first_lb': 39, 'best_lb': 39, 'lb_gain': 0, 'first_ub': 39, 'verified_ub': 39, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5343, 'lb_gain': 0, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1834, 'relative_gap': 0.3432528542017593, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5343, 'lb_gain': 0, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1834, 'relative_gap': 0.3432528542017593, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5343, 'lb_gain': 0, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1834, 'relative_gap': 0.3432528542017593, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5343, 'lb_gain': 0, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1834, 'relative_gap': 0.3432528542017593, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5951, 'lb_gain': 608, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1226, 'relative_gap': 0.2060157956645942, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5907, 'lb_gain': 564, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1270, 'relative_gap': 0.2149991535466396, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5932, 'lb_gain': 589, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1245, 'relative_gap': 0.20987862440997976, 'solver_certified_opt': 0, 'n_rounds': 18}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__fast-v19__controller_rep2__s101.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5991, 'lb_gain': 648, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1186, 'relative_gap': 0.19796361208479385, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__fast-v19__dbs_rep1__s2.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5919, 'lb_gain': 576, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1258, 'relative_gap': 0.21253590133468492, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__fast-v19__controller_rep1__s2.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 6009, 'lb_gain': 666, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1168, 'relative_gap': 0.1943751040106507, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__fast-v19__dbs_rep2__s102.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5965, 'lb_gain': 622, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1212, 'relative_gap': 0.20318524727577536, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__fast-v19__controller_rep2__s102.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5986, 'lb_gain': 643, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1191, 'relative_gap': 0.19896424991647177, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__fast-v19__controller_rep1__s3.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 6025, 'lb_gain': 682, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1152, 'relative_gap': 0.1912033195020747, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5921, 'lb_gain': 578, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1256, 'relative_gap': 0.21212633001182232, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__fast-v19__dbs_rep2__s103.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 6004, 'lb_gain': 661, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1173, 'relative_gap': 0.19536975349766822, 'solver_certified_opt': 0, 'n_rounds': 18}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_1000_20000_9.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_1000_20000_9.wclq__fast-v19__controller_rep2__s103.out', 'parse_ok': True, 'V': 1000, 'E': 20000, 'first_lb': 5343, 'best_lb': 5970, 'lb_gain': 627, 'first_ub': 7683, 'verified_ub': 7177, 'ub_gain': 506, 'absolute_gap': 1207, 'relative_gap': 0.20217755443886098, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'UDG', 'instance': 'UDG_1000_200_8.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__UDG__UDG_1000_200_8.wclq__deep-v6__controller_rep1__s1.out', 'parse_ok': True, 'V': 1000, 'E': 52120, 'first_lb': 38, 'best_lb': 38, 'lb_gain': 0, 'first_ub': 41, 'verified_ub': 41, 'ub_gain': 0, 'absolute_gap': 3, 'relative_gap': 0.07894736842105263, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'UDG', 'instance': 'UDG_1000_200_8.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__UDG__UDG_1000_200_8.wclq__deep-v6__dbs_rep1__s1.out', 'parse_ok': True, 'V': 1000, 'E': 52120, 'first_lb': 38, 'best_lb': 38, 'lb_gain': 0, 'first_ub': 41, 'verified_ub': 41, 'ub_gain': 0, 'absolute_gap': 3, 'relative_gap': 0.07894736842105263, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'UDG', 'instance': 'UDG_1000_200_8.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__UDG__UDG_1000_200_8.wclq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 1000, 'E': 52120, 'first_lb': 38, 'best_lb': 38, 'lb_gain': 0, 'first_ub': 41, 'verified_ub': 41, 'ub_gain': 0, 'absolute_gap': 3, 'relative_gap': 0.07894736842105263, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'UDG', 'instance': 'UDG_1000_200_8.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__UDG__UDG_1000_200_8.wclq__deep-v6__dbs_rep2__s101.out', 'parse_ok': True, 'V': 1000, 'E': 52120, 'first_lb': 38, 'best_lb': 38, 'lb_gain': 0, 'first_ub': 41, 'verified_ub': 41, 'ub_gain': 0, 'absolute_gap': 3, 'relative_gap': 0.07894736842105263, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'UDG', 'instance': 'UDG_1000_200_8.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__UDG__UDG_1000_200_8.wclq__deep-v6__dbs_rep1__s2.out', 'parse_ok': True, 'V': 1000, 'E': 52120, 'first_lb': 38, 'best_lb': 38, 'lb_gain': 0, 'first_ub': 41, 'verified_ub': 41, 'ub_gain': 0, 'absolute_gap': 3, 'relative_gap': 0.07894736842105263, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'UDG', 'instance': 'UDG_1000_200_8.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__UDG__UDG_1000_200_8.wclq__deep-v6__controller_rep1__s2.out', 'parse_ok': True, 'V': 1000, 'E': 52120, 'first_lb': 38, 'best_lb': 38, 'lb_gain': 0, 'first_ub': 41, 'verified_ub': 41, 'ub_gain': 0, 'absolute_gap': 3, 'relative_gap': 0.07894736842105263, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'BHOSLIB', 'instance': 'frb30-15-1.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__BHOSLIB__frb30-15-1.clq__deep-v6__dbs_rep1__s1.out', 'parse_ok': True, 'V': 450, 'E': 83198, 'first_lb': 4, 'best_lb': 4, 'lb_gain': 0, 'first_ub': 4, 'verified_ub': 4, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'BHOSLIB', 'instance': 'frb30-15-1.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__BHOSLIB__frb30-15-1.clq__deep-v6__controller_rep1__s1.out', 'parse_ok': True, 'V': 450, 'E': 83198, 'first_lb': 4, 'best_lb': 4, 'lb_gain': 0, 'first_ub': 4, 'verified_ub': 4, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'BHOSLIB', 'instance': 'frb30-15-1.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__BHOSLIB__frb30-15-1.clq__deep-v6__dbs_rep2__s101.out', 'parse_ok': True, 'V': 450, 'E': 83198, 'first_lb': 4, 'best_lb': 4, 'lb_gain': 0, 'first_ub': 4, 'verified_ub': 4, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'BHOSLIB', 'instance': 'frb30-15-1.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__BHOSLIB__frb30-15-1.clq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 450, 'E': 83198, 'first_lb': 4, 'best_lb': 4, 'lb_gain': 0, 'first_ub': 4, 'verified_ub': 4, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'BHOSLIB', 'instance': 'frb30-15-1.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__BHOSLIB__frb30-15-1.clq__deep-v6__dbs_rep1__s2.out', 'parse_ok': True, 'V': 450, 'E': 83198, 'first_lb': 4, 'best_lb': 4, 'lb_gain': 0, 'first_ub': 4, 'verified_ub': 4, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'BHOSLIB', 'instance': 'frb30-15-1.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__BHOSLIB__frb30-15-1.clq__deep-v6__controller_rep1__s2.out', 'parse_ok': True, 'V': 450, 'E': 83198, 'first_lb': 4, 'best_lb': 4, 'lb_gain': 0, 'first_ub': 4, 'verified_ub': 4, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'UDG', 'instance': 'UDG_1000_200_8.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__UDG__UDG_1000_200_8.wclq__deep-v6__dbs_rep2__s102.out', 'parse_ok': True, 'V': 1000, 'E': 52120, 'first_lb': 38, 'best_lb': 38, 'lb_gain': 0, 'first_ub': 41, 'verified_ub': 41, 'ub_gain': 0, 'absolute_gap': 3, 'relative_gap': 0.07894736842105263, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'BHOSLIB', 'instance': 'frb30-15-1.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__BHOSLIB__frb30-15-1.clq__deep-v6__controller_rep2__s102.out', 'parse_ok': True, 'V': 450, 'E': 83198, 'first_lb': 4, 'best_lb': 4, 'lb_gain': 0, 'first_ub': 4, 'verified_ub': 4, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'BHOSLIB', 'instance': 'frb30-15-1.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__BHOSLIB__frb30-15-1.clq__deep-v6__dbs_rep2__s102.out', 'parse_ok': True, 'V': 450, 'E': 83198, 'first_lb': 4, 'best_lb': 4, 'lb_gain': 0, 'first_ub': 4, 'verified_ub': 4, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'BHOSLIB', 'instance': 'frb30-15-1.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__BHOSLIB__frb30-15-1.clq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 450, 'E': 83198, 'first_lb': 4, 'best_lb': 4, 'lb_gain': 0, 'first_ub': 4, 'verified_ub': 4, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'BHOSLIB', 'instance': 'frb30-15-1.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__BHOSLIB__frb30-15-1.clq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 450, 'E': 83198, 'first_lb': 4, 'best_lb': 4, 'lb_gain': 0, 'first_ub': 4, 'verified_ub': 4, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'BHOSLIB', 'instance': 'frb30-15-1.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__BHOSLIB__frb30-15-1.clq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 450, 'E': 83198, 'first_lb': 4, 'best_lb': 4, 'lb_gain': 0, 'first_ub': 4, 'verified_ub': 4, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
